Code,Title,Levels,Runtime,RelDate,Season,Authors,Tier,Price,Seed,G.Ad.,Eber,RMH,Epic,URL
CCC-RCC-01-06,The Handfasting,11-16,,09-Jan-20,CCC,Erik Hawley,3,4.99,,,,,,https://www.dmsguild.com/product/299979?affiliate_id=171040
CCC-REAP-01,Red War: Lost Ashes of a Wayward Gnome,5-10,,11-Sep-18,CCC,David Hopkins,2,4.99,,,,,,https://www.dmsguild.com/product/252159?affiliate_id=171040
CCC-ROLL20-02,The Heir of Orcus: Verse III,5-10,,24-Oct-19,CCC,Anthony Joyce,2,9.95,,,,,,https://www.dmsguild.com/product/287714?affiliate_id=171040
CCC-ROZK-0101,Binder's Torment,11-16,,18-Sep-17,CCC,Jeremy Hochhalter,3,4.99,,,,,,https://www.dmsguild.com/product/221932?affiliate_id=171040
CCC-ROZK-0102,Zhentarim's Lament,11-16,,18-Sep-17,CCC,Jeremy Hochhalter,3,4.99,,,,,,https://www.dmsguild.com/product/221933?affiliate_id=171040
CCC-ROZK-0103,Necromancer's Ascent,11-16,,18-Sep-17,CCC,Jeremy Hochhalter,3,4.99,,,,,,https://www.dmsguild.com/product/221934?affiliate_id=171040
CCC-RPSG-02,Ooze Next?,5-10,,18-Mar-20,CCC,Jason Koh,2,3.99,,,,,,https://www.dmsguild.com/product/306869?affiliate_id=171040
CCC-RPR-01,Eyes of Blood,1-4,,23-Apr-18,CCC,Dave Zajac,1,4.99,,,,,,https://www.dmsguild.com/product/240487?affiliate_id=171040
CCC-RPSG-01,Ooze There?,1-4,,09-Jul-18,CCC,"Darryl Ho, Jason Koh",1,4.99,,,,,,https://www.dmsguild.com/product/244135?affiliate_id=171040
CCC-SAC-01,A Light in the Dark,11-16,,14-Nov-18,CCC,Sean Terrill,3,4.99,,,,,,https://www.dmsguild.com/product/258839?affiliate_id=171040
CCC-SAC-02,Fun with Fey,11-16,,19-Nov-18,CCC,Kelly Samuelson,3,4.99,,,,,,https://www.dmsguild.com/product/259233?affiliate_id=171040
CCC-SAC-03,"They're Good Adventurers, Brent",1-4,,20-Apr-20,CCC,Kelly Samuelson,1,4.99,,,,,,https://www.dmsguild.com/product/307705?affiliate_id=171040
CCC-SAF01-01,Between Garrock and a Hard Place,5-10,,10-Jan-20,CCC,Chris Dzura,2,4.99,,,,,,https://www.dmsguild.com/product/299621?affiliate_id=171040
CCC-SALT-01-01,Rumors of Riches,1-4,,25-Apr-17,CCC,"David Morris, MOGC",1,2.99,,,,,,https://www.dmsguild.com/product/210440?affiliate_id=171040
CCC-SALT-01-02,Moor Trouble,1-4,,25-Apr-17,CCC,"Derek Gray, MOGC",1,1.99,,,,,,https://www.dmsguild.com/product/210443?affiliate_id=171040
CCC-SALT-01-03,Broken Halls of Goldahroud,1-4,,25-Apr-17,CCC,"Derek Gray, David Morris, MOGC",1,4.99,,,,,,https://www.dmsguild.com/product/210444?affiliate_id=171040
CCC-SALT-02-01,Mulmaster's Meddlings,1-4,,09-Jun-18,CCC,"Dave Knighton, MOGC",1,4.99,,,,,,https://www.dmsguild.com/product/244117?affiliate_id=171040
CCC-SALT-02-02,Tower in the Valley,5-10,,09-Jun-18,CCC,"Zach Pickett, MOGC",2,4.99,,,,,,https://www.dmsguild.com/product/244116?affiliate_id=171040
CCC-SALT-02-05,The Darkness Never Forgets,5-10,,02-Oct-18,CCC,"Dave Knighton, MOGC",2,4.95,,,,,,https://www.dmsguild.com/product/253907?affiliate_id=171040
CCC-SCAR01-01,Corrupted Artery,1-4,,19-Mar-18,CCC,Phil Allison,1,2.99,,,,,,https://www.dmsguild.com/product/237410?affiliate_id=171040
CCC-SCAR01-02,Glister by Light,1-4,,15-May-18,CCC,Phil Allison,1,3.99,,,,,,https://www.dmsguild.com/product/242220?affiliate_id=171040
CCC-SCAR02-01,Glister By Dark,1-4,,18-Mar-19,CCC,Phil Allison,1,3.99,,,,,,https://www.dmsguild.com/product/267891?affiliate_id=171040
CCC-SCAR02-02,Nature's Defense,1-4,,20-Aug-19,CCC,Maxine Henry,1,3.99,,,,,,https://www.dmsguild.com/product/286424?affiliate_id=171040
CCC-SFBAY-01-01,Plots in Motion,5-10,,02-Mar-17,CCC,Jason Denton,2,1.99,,,,,,https://www.dmsguild.com/product/206459?affiliate_id=171040
CCC-SFBAY-02-01,Old Enemies Arise,5-10,,29-Dec-17,CCC,Adrian Arduini,2,2.99,,,,,,https://www.dmsguild.com/product/230005?affiliate_id=171040
CCC-SFBAY-02-02,Rise of the Ogre King,5-10,,21-Aug-18,CCC,Adrian Arduini,2,4.99,,,,,,https://www.dmsguild.com/product/250384?affiliate_id=171040
CCC-SFBAY-02-03,The Risen Minotaur Lord,5-10,,21-Aug-18,CCC,Adrian Arduini,2,4.99,,,,,,https://www.dmsguild.com/product/250386?affiliate_id=171040
CCC-SFBAY-04-01,The Cornflower Hive,1-4,,26-Jan-18,CCC,"Iam Pace, William Murakami-Brundage",1,4.99,,,,,,https://www.dmsguild.com/product/232430?affiliate_id=171040
CCC-SFBAY-04-02,Under Earth  Stone,5-10,,26-Jan-18,CCC,"Iam Pace, William Murakami-Brundage",2,4.99,,,,,,https://www.dmsguild.com/product/232428?affiliate_id=171040
CCC-SFBAY-04-03,The Ashen Scar,1-4,,28-Jun-18,CCC,"Iam Pace, William Murakami-Brundage",1,4.99,,,,,,https://www.dmsguild.com/product/245751?affiliate_id=171040
CCC-SHINY-02,An Open Secret,1-4,,13-Aug-18,CCC,Jeremy Hochhalter,1,2.99,,,,,,https://www.dmsguild.com/product/249748?affiliate_id=171040
CCC-SHINY-04,Elusion of Grand Yore,5-10,,21-Feb-19,CCC,Chase Louviere,2,2.99,,,,,,https://www.dmsguild.com/product/267114?affiliate_id=171040
CCC-SKULL01-01,A Murder Most Foul,5-10,,08-Apr-19,CCC,"Ginny Loveday, MOGC",2,4.95,,,,,,https://www.dmsguild.com/product/262840?affiliate_id=171040
CCC-SKULL01-02,Not All Who Are Lost Should Be Found,5-10,,08-Apr-19,CCC,"Rob Eddins, Ginny Loveday, David Morris, Jonathan Westmoreland, MOGC",2,4.95,,,,,,https://www.dmsguild.com/product/262841?affiliate_id=171040
CCC-SKULL01-03,Who Pulls the Strings,5-10,,08-Apr-19,CCC,"Rob Eddins, Ginny Loveday, MOGC",2,4.95,,,,,,https://www.dmsguild.com/product/262844?affiliate_id=171040
CCC-SLMH01-01,Codex Venator-The Last Hunter,5-10,,20-Aug-19,CCC,"Andrea Lucca, Enrico Romeo, Davide Milano",2,2.99,,,,,,https://www.dmsguild.com/product/286221?affiliate_id=171040
CCC-SQC-001,The Woodland Sage,5-10,,28-Sep-18,CCC,Jawsh Murdock,2,3.99,,,,,,https://www.dmsguild.com/product/253547?affiliate_id=171040
CCC-SQC-02-01,None the Wiser,5-10,,29-Sep-18,CCC,Jia Jian Tin,2,2.99,,,,,,https://www.dmsguild.com/product/253561?affiliate_id=171040
CCC-SQC-02-02,Last Gasp,5-10,,30-Sep-18,CCC,William Kerney,2,4.00,,,,,,https://www.dmsguild.com/product/253726?affiliate_id=171040
CCC-SQC-03-01,Consumption,5-10,,12-Dec-19,CCC,Emily Smith,2,3.99,,,,,,https://www.dmsguild.com/product/295761?affiliate_id=171040
CCC-SQC-03-02,Shiitake,5-10,,12-Dec-19,CCC,Jia Jian Tin,2,3.99,,,,,,https://www.dmsguild.com/product/295790?affiliate_id=171040
CCC-SQC-03-03,Toxicity,5-10,,12-Dec-19,CCC,Noah Grand,2,3.99,,,,,,https://www.dmsguild.com/product/295878?affiliate_id=171040
CCC-SRCC01-01,Trouble in the Old City,1-4,,03-Oct-17,CCC,"Sean Payne, David Morris, MOGC",1,4.95,,,,,,https://www.dmsguild.com/product/223038?affiliate_id=171040
CCC-SRCC01-02,Down the River of Snakes,1-4,,03-Oct-17,CCC,"Jeremy Forbing, David Morris, MOGC",1,4.95,,,,,,https://www.dmsguild.com/product/223039?affiliate_id=171040
CCC-SRCC01-03,Altar of the Smoldering Eye,1-4,,03-Oct-17,CCC,"Jeremy Forbing, Sean Payne, David Morris, MOGC",1,4.95,,,,,,https://www.dmsguild.com/product/223041?affiliate_id=171040
CCC-ST2-1,Red War: Embassy of Evil,5-10,,12-Sep-18,CCC,K. Jasmine Vernon,2,4.99,,,,,,https://www.dmsguild.com/product/252239?affiliate_id=171040
CCC-STORM-01,The Barrows of Solina,5-10,,30-Apr-18,CCC,"Iam Pace, William Murakami-Brundage",2,4.99,,,,,,https://www.dmsguild.com/product/241068?affiliate_id=171040
CCC-STORM-02,Swamp of Sorrow: Bloodpurge Village,5-10,,03-Apr-19,CCC,"Keith McKinnis, William Murakami-Brundage",2,4.99,,,,,,https://www.dmsguild.com/product/271604?affiliate_id=171040
CCC-SVH-01-01,Dawn of the Raven Lord,11-16,,04-Nov-18,CCC,"Justin Hicks, Jim Berrier",3,1.99,,,,,,https://www.dmsguild.com/product/257960?affiliate_id=171040
CCC-SVH-01-02,Raven Lord's Aerie,11-16,,04-Nov-18,CCC,"Justin Hicks, Jim Berrier",3,1.99,,,,,,https://www.dmsguild.com/product/257963?affiliate_id=171040
CCC-SVH-01-03,Vault of the Raven Lord,11-16,,04-Nov-18,CCC,"Justin Hicks, Jim Berrier",3,1.99,,,,,,https://www.dmsguild.com/product/257962?affiliate_id=171040
CCC-SVH-03-01,Finder's Fiend,5-10,,29-Apr-20,CCC,"Andrew Bishkinskyi, Xavier A. Devenoges",2,4.99,,,,,,https://www.dmsguild.com/product/311649?affiliate_id=171040
CCC-TAROT01-01,Awakening of Fates,1-4,,10-Jul-18,CCC,Blake Jones,1,2.99,,,,,,https://www.dmsguild.com/product/246844?affiliate_id=171040
CCC-TAROT01-02,By the Light of the Moon,1-4,,04-Jul-18,CCC,Todd Smart,1,2.99,,,,,,https://www.dmsguild.com/product/246352?affiliate_id=171040
CCC-TAROT01-03,A Martyred Heart,1-4,,04-Jul-18,CCC,Ariel Thomas,1,2.99,,,,,,https://www.dmsguild.com/product/246073?affiliate_id=171040
CCC-TAROT01-04,Tangled Woods,1-4,,19-Aug-18,CCC,Joshua Clark,1,2.99,,,,,,https://www.dmsguild.com/product/250268?affiliate_id=171040
CCC-TAROT01-05,The Lost Apprentice,1-4,,06-Sep-18,CCC,John Sedlack,1,2.99,,,,,,https://www.dmsguild.com/product/251826?affiliate_id=171040
CCC-TAROT01-06,Lies in the Moonlight,1-4,,06-Sep-18,CCC,Todd Smart,1,2.99,,,,,,https://www.dmsguild.com/product/251831?affiliate_id=171040
CCC-TAROT01-07,The Seat of the Ruler,1-4,,07-Sep-18,CCC,Blake Jones,1,4.99,,,,,,https://www.dmsguild.com/product/251835?affiliate_id=171040
CCC-TAROT02-01,A Sunk Cost,5-10,,17-Apr-19,CCC,Ariel Thomas,2,4.99,,,,,,https://www.dmsguild.com/product/273101?affiliate_id=171040
CCC-TAROT02-02,Guardian's Scourge,5-10,,01-Mar-20,CCC,Joshua Clark,2,3.99,,,,,,https://www.dmsguild.com/product/293956?affiliate_id=171040
CCC-TAROT02-03,To Boldly Go,5-10,,28-Feb-19,CCC,John Sedlack,2,2.99,,,,,,https://www.dmsguild.com/product/267942?affiliate_id=171040
CCC-TAROT02-05,Hollow Hopes,5-10,,05-Jul-19,CCC,Blake Jones,2,3.99,,,,,,https://www.dmsguild.com/product/281715?affiliate_id=171040
CCC-TAROT-S1-01,A Long Night,1-4,,04-May-20,CCC,Blake Jones,1,2.99,,,,,,https://www.dmsguild.com/product/308752?affiliate_id=171040
CCC-THENT01-01,Beneath the Surface,1-4,,10-Oct-17,CCC,Jeremy Hochhalter,1,2.99,,,,,,https://www.dmsguild.com/product/223663?affiliate_id=171040
CCC-THENT01-02,Those That Dwell Beneath,1-4,,10-Oct-17,CCC,Jeremy Hochhalter,1,2.99,,,,,,https://www.dmsguild.com/product/223665?affiliate_id=171040
CCC-THENT01-03,The Dreaming Relic,1-4,,10-Oct-17,CCC,Jeremy Hochhalter,1,4.99,,,,,,https://www.dmsguild.com/product/223667?affiliate_id=171040
CCC-TRI-01,Into the Darkness,11-16,,16-Sep-17,CCC,"Mark Merida, Eric Boaen, Adam Scaramella, Al Spader, Garrett ColÂ¢n, The Role Initiative",3,4.99,,,,,,https://www.dmsguild.com/product/221775?affiliate_id=171040
CCC-TRI-02,Impression Left Behind,11-16,,29-Nov-17,CCC,"Mark Merida, Eric Boaen, Adam Scaramella, Al Spader, Garrett ColÂ¢n, The Role Initiative",3,4.99,,,,,,https://www.dmsguild.com/product/227696?affiliate_id=171040
CCC-TRI-03,Fences and Swords,5-10,,13-Apr-18,CCC,"James RePass, The Role Initiative",2,2.99,,,,,,https://www.dmsguild.com/product/239621?affiliate_id=171040
CCC-TRI-04,Birds of a Feather,5-10,,13-Apr-18,CCC,"Garrett ColÂ¢n, The Role Initiative",2,2.99,,,,,,https://www.dmsguild.com/product/239652?affiliate_id=171040
CCC-TRI-05,Hunt of Malar,5-10,,06-Nov-18,CCC,"Eric Boaen, Adam Scaramella, The Role Initiative",2,16.00,,,,,,https://www.dmsguild.com/product/258089?affiliate_id=171040
CCC-TRI-06,Haggard Heroes,5-10,,06-Nov-18,CCC,"Garrett ColÂ¢n, Derek DaSilva, The Role Initiative",2,16.00,,,,,,https://www.dmsguild.com/product/258089?affiliate_id=171040
CCC-TRI-07,Beneath the Moonsea,5-10,,06-Nov-18,CCC,"Adam Scaramella, The Role Initiative",2,16.00,,,,,,https://www.dmsguild.com/product/258089?affiliate_id=171040
CCC-TRI-08,Dreadful Wail,5-10,,06-Nov-18,CCC,"Garrett ColÂ¢n, The Role Initiative",2,16.00,,,,,,https://www.dmsguild.com/product/258089?affiliate_id=171040
CCC-TRI-09,Tinhammer Falls,1-4,,05-Sep-18,CCC,"Adam Scaramella, The Role Initiative",1,4.99,,,,,,https://www.dmsguild.com/product/251688?affiliate_id=171040
CCC-TRI-10,Contact,11-16,,28-Dec-18,CCC,"Al Spader, The Role Initiative",3,4.99,,,,,,https://www.dmsguild.com/product/262639?affiliate_id=171040
CCC-TRI-11,Flooded Dreams,1-4,,31-Dec-18,CCC,Garrett ColÂ¢n,1,4.99,,,,,,https://www.dmsguild.com/product/262922?affiliate_id=171040
CCC-TRI-12,Ill Met in Ylraphon,1-4,,31-Dec-18,CCC,"Roger Alix-Gaudreau, The Role Initiative",1,4.99,,,,,,https://www.dmsguild.com/product/262924?affiliate_id=171040
CCC-TRI-13,What Lies beneath Ylraphon,1-4,,31-Dec-18,CCC,"Lysa Chen, The Role Initiative",1,4.99,,,,,,https://www.dmsguild.com/product/262926?affiliate_id=171040
CCC-TRI-14,The Voice in the Night,11-16,,29-Jun-18,CCC,"Al Spader, The Role Initiative",3,4.99,,,,,,https://www.dmsguild.com/product/245910?affiliate_id=171040
CCC-TRI-15,The Dark of the Hive,11-16,,29-Jun-18,CCC,"Jeff C. Stevens, The Role Initiative",3,4.99,,,,,,https://www.dmsguild.com/product/245914?affiliate_id=171040
CCC-TRI-16,"Ph'theev, the Despondent",1-4,,17-Sep-18,CCC,"Peter Harris, The Role Initiative",1,4.99,,,,,,https://www.dmsguild.com/product/252563?affiliate_id=171040
CCC-TRI-17,"Ph'teev, Unbound!",1-4,,17-Sep-18,CCC,"Chris Ramsley, The Role Initiative",1,4.99,,,,,,https://www.dmsguild.com/product/252565?affiliate_id=171040
CCC-TRI-18,Pros  Cons,1-4,,17-Sep-18,CCC,"James RePass, The Role Initiative",1,2.99,,,,,,https://www.dmsguild.com/product/252566?affiliate_id=171040
CCC-TRI-19,Dead Men's Tales,1-4,,16-Jul-18,CCC,"Jeff C. Stevens, The Role Initiative",1,4.99,,,,,,https://www.dmsguild.com/product/247439?affiliate_id=171040
CCC-TRI-20,Breaking Y?lash,11-16,,16-Jan-20,CCC,"The Role Initiative, David Morris, Al Spader",3,4.99,,,,,,https://www.dmsguild.com/product/299817?affiliate_id=171040
CCC-TRI-21,The Rifts of Madness,11-16,,16-Jan-20,CCC,"The Role Initiative, Derek Gray, David Morris, Al Spader",3,4.99,,,,,,https://www.dmsguild.com/product/299821?affiliate_id=171040
CCC-TRI-22,On the Baron's Trail,11-16,,31-May-19,CCC,"Adam Scaramella, The Role Initiative",3,4.99,,,,,,https://www.dmsguild.com/product/277951?affiliate_id=171040
CCC-TRI-23,Sub Rosa,11-16,,27-May-19,CCC,"James RePass, The Role Initiative",3,4.99,,,,,,https://www.dmsguild.com/product/277955?affiliate_id=171040
CCC-TRI-24,Knight Errand,11-16,,31-May-19,CCC,"Garrett ColÂ¢n, The Role Initiative",3,4.99,,,,,,https://www.dmsguild.com/product/277957?affiliate_id=171040
CCC-TRI-25,Dead Men's Treasure,5-10,,07-Nov-18,CCC,"Jeff C. Stevens, The Role Initiative",2,4.99,,,,,,https://www.dmsguild.com/product/258129?affiliate_id=171040
CCC-TRI-26,Touch the Stars,1-4,,23-Mar-20,CCC,"The Role Initiative, Robert Adducci",1,4.99,,,,,,https://www.dmsguild.com/product/305254?affiliate_id=171040
CCC-TRI-28,Siege of the Yellow Rose,11-16,,23-Mar-20,CCC,The Role Initiative,3,4.99,,,,,,https://www.dmsguild.com/product/305273?affiliate_id=171040
CCC-TRI-29,Tidefall,11-16,,27-May-19,CCC,"Adam Scaramella, The Role Initiative",3,4.99,,,,,,https://www.dmsguild.com/product/278015?affiliate_id=171040
CCC-TRI-30,Remnants of a Dream,1-2,,27-May-19,CCC,"Adam Scaramella, The Role Initiative",1,4.99,,,,,,https://www.dmsguild.com/product/278016?affiliate_id=171040
CCC-TRI-31,Out of Time,5-10,,27-May-19,CCC,"Peter Harris, The Role Initiative",2,4.99,,,,,,https://www.dmsguild.com/product/278017?affiliate_id=171040
CCC-TRI-32,Casks and Caskets,1-4,,27-May-19,CCC,"Matthew Lee Myers, The Role Initiative",1,3.99,,,,,,https://www.dmsguild.com/product/278018?affiliate_id=171040
CCC-TRI-33,Matters of Life and Death,1-4,,27-May-19,CCC,"Matthew Lee Myers, The Role Initiative",1,3.99,,,,,,https://www.dmsguild.com/product/278019?affiliate_id=171040
CCC-TRI-34,Rise of the Sea Dragon,5-10,,29-Jul-19,CCC,"The Role Initiative, Jeff C. Stevens",2,4.99,,,,,,https://www.dmsguild.com/product/284078?affiliate_id=171040
CCC-TTS-1,Three Moles for Father Octavius,1-4,,30-Dec-19,CCC,Ian Hawthorne,1,2.99,,,,,,https://www.dmsguild.com/product/299061?affiliate_id=171040
CCC-TTS-3,Heart of the Storm,1-4,,14-Dec-19,CCC,Matt Way,1,2.99,,,,,,https://www.dmsguild.com/product/297746?affiliate_id=171040
CCC-UCON-01,Blood  Fog,5-10,,11-Dec-16,CCC,Alan Patrick,2,4.99,,,,,,https://www.dmsguild.com/product/200484?affiliate_id=171040
CCC-UK-1,Call of the Elvenflow,1-4,,01-Oct-18,CCC,"Ian Hawthorne, Stacey Allan",1,4.95,,,,,,https://www.dmsguild.com/product/253816?affiliate_id=171040
CCC-UK-2,The Wayward Wives,1-4,,01-Oct-18,CCC,"Will Doyle, Stacey Allan",1,4.95,,,,,,https://www.dmsguild.com/product/253817?affiliate_id=171040
CCC-UK-3,The Tainted Grove,1-4,,22-Jul-19,CCC,"Richard Green, Stacey Allan",1,4.95,,,,,,https://www.dmsguild.com/product/283656?affiliate_id=171040
CCC-UK-4,Bourne of Candles,1-4,,22-Jul-19,CCC,"Ian Hawthorne, Stacey Allan",1,4.95,,,,,,https://www.dmsguild.com/product/283657?affiliate_id=171040
CCC-UNITE-05,House of Moonlight,5-10,,02-Jan-20,CCC,Andrew Bishkinskyi,2,4.99,,,,,,https://www.dmsguild.com/product/298232?affiliate_id=171040
CCC-UNITE-AN-04,Sisterhood of the Blade,1-4,,25-Nov-19,CCC,Andrew Bishkinskyi,1,4.99,,,,,,https://www.dmsguild.com/product/295614?affiliate_id=171040
CCC-WWC-01,In the Face of Fear,1-4,,26-Apr-18,CCC,Dave Zajac,1,2.99,,,,,,https://www.dmsguild.com/product/240678?affiliate_id=171040
CCC-WWC-02,Dark Waters of Hate,1-4,,26-Apr-18,CCC,Dave Zajac,1,2.99,,,,,,https://www.dmsguild.com/product/240679?affiliate_id=171040
CCC-WWC-03,Tyrant of the Forgotten Forge,1-4,,26-Apr-18,CCC,Dave Zajac,1,2.99,,,,,,https://www.dmsguild.com/product/240680?affiliate_id=171040
CCC-WWC-04,The Black Hand,1-4,,26-Apr-18,CCC,Dave Zajac,1,2.99,,,,,,https://www.dmsguild.com/product/240681?affiliate_id=171040
CCC-WWC-05,Tyrant of Orcs,5-10,,17-Dec-19,CCC,Dave Zajac,2,2.99,,,,,,https://www.dmsguild.com/product/298149?affiliate_id=171040
CCC-WWC-06,The Fear of Fiends,5-10,,17-Dec-19,CCC,Eric Bohm,2,4.99,,,,,,https://www.dmsguild.com/product/298151?affiliate_id=171040
CCC-WWC-07,The Icy Hand of Hate,5-10,,17-Dec-19,CCC,Dwight Divine,2,2.99,,,,,,https://www.dmsguild.com/product/298152?affiliate_id=171040
CCC-WWC-08,Pool of Annihilation,5-10,,17-Dec-19,CCC,Dave Zajac,2,4.99,,,,,,https://www.dmsguild.com/product/298153?affiliate_id=171040
CCC-WWC-10,Brental's Roads Scholars,1-4,,04-May-20,CCC,Eric Bohm,1,2.99,,,,,,https://www.dmsguild.com/product/309308?affiliate_id=171040
CCC-WYC1-1,Back to the Burning,5-10,,02-Dec-18,CCC,Jeremey Arnold,2,4.99,,,,,,https://www.dmsguild.com/product/260269?affiliate_id=171040
CCC-WYC1-2,Where Rock and Fire Meet,5-10,,02-Dec-18,CCC,Jeremey Arnold,2,4.99,,,,,,https://www.dmsguild.com/product/260270?affiliate_id=171040
CCC-WYC1-3,The Dawn Heresy,5-10,,02-Dec-18,CCC,Jeremey Arnold,2,4.99,,,,,,https://www.dmsguild.com/product/260272?affiliate_id=171040
CCC-YLRA01-01,Her Dying Wish,5-10,,02-Jul-17,CCC,Jeremy Forbing,2,4.99,,,,,,https://www.dmsguild.com/product/215448?affiliate_id=171040
CCC-YLRA01-02,Uneasy Lies the Head,5-10,,02-Jul-17,CCC,Ryan Cannon,2,4.99,,,,,,https://www.dmsguild.com/product/215484?affiliate_id=171040
CCC-YLRA01-03,Bound by Duty,5-10,,02-Jul-17,CCC,Jay Africa,2,4.99,,,,,,https://www.dmsguild.com/product/215508?affiliate_id=171040
CCC-ZIEGE-01,Shadows of the Blood Moon,5-10,,31-Oct-18,CCC,"Jessie Swinton, Aaron Jones",2,2.99,,,,,,https://www.dmsguild.com/product/257622?affiliate_id=171040
CCC-ZIEGE-02,Storm of the Blood Moon,5-10,,31-Oct-18,CCC,"Jessie Swinton, Aaron Jones",2,2.99,,,,,,https://www.dmsguild.com/product/257623?affiliate_id=171040
CCC-ZIEGE-03,Dead Men Feel No Cold,5-10,,31-Oct-18,CCC,Fenway Jones,2,2.99,,,,,,https://www.dmsguild.com/product/257607?affiliate_id=171040
CCC-ZIEGE-04-01,The Misers Glory,1-4,,,CCC,Lucas Curell,1,0.00,,,,,,Not Available - 411
CCC-ZIEGE-04-02,The Widows Fang,,,,CCC,Lucas Curell,,0.00,,,,,,Not Available - 412
DDAL00-01,Window to the Past,"5-10,11-16,17-20",,13-Dec-16,00,Alan Patrick,,1.00,,,,,,https://www.dmsguild.com/product/200609?affiliate_id=171040
DDAL00-02,Lost Tales of Myth Drannor,"1-4, 5-10, 11-16, 17-20",,13-Jul-18,00,"Greg Marks, Robert Adducci, Bill Benham, Travis Woodall, Claire Hoffman, Alan Patrick",,14.99,,,,,,https://www.dmsguild.com/product/247140?affiliate_id=171040
DDAL00-02A,The Darkwood Webs,1-4,,13-Jul-18,00,Claire Hoffman,1,14.99,,,,,,http://www.ddaldm.com/detaial.aspx?mod=414id=415
DDAL00-02B,The Weirding Vats,1-4,,13-Jul-18,00,Travis Woodall,1,14.99,,,,,,http://www.ddaldm.com/detaial.aspx?mod=414id=416
DDAL00-02C,Spawn of the Maimed Virulence,5-10,,13-Jul-18,00,Robert Adducci,2,14.99,,,,,,http://www.ddaldm.com/detaial.aspx?mod=414id=417
DDAL00-02D,Echoes of the Weeping War,5-10,,13-Jul-18,00,Bill Benham,2,14.99,,,,,,http://www.ddaldm.com/detaial.aspx?mod=414id=418
DDAL00-02E,Forgotten Foes,11-16,,13-Jul-18,00,Greg Marks,3,14.99,,,,,,http://www.ddaldm.com/detaial.aspx?mod=414id=419
DDAL00-02F,The Definition of Heroism,17-20,,13-Jul-18,00,Alan Patrick,4,14.99,,,,,,http://www.ddaldm.com/detaial.aspx?mod=414id=420
DDAL00-03,Those That Came Before,"11-16,17-20",,29-Dec-17,00,Alan Patrick,,1.00,,,,,,https://www.dmsguild.com/product/230030?affiliate_id=171040
DDAL00-04,Winter's Flame,1-4,,19-Dec-17,00,Ryan Wheaton,1,2.99,,,,,,https://www.dmsguild.com/product/229261?affiliate_id=171040
DDAL00-05,Winter's Splendor,1-4,,06-Dec-18,00,Ashley Warren,1,4.99,,,,,,https://www.dmsguild.com/product/260142?affiliate_id=171040
DDAL00-06,Lost Laboratory of Kwalish,5-10,,10-Nov-18,00,Wizards of the Coast,2,9.99,,,,,,https://www.dmsguild.com/product/258047?affiliate_id=171040
DDAL00-07,The Embers of Hate,"1-4,5-10",,05-Jun-19,00,Travis Woodall,,4.99,,,,,,https://www.dmsguild.com/product/279062?affiliate_id=171040
DDAL00-08,Layers Upon Layers,"1-4, 5-10",,24-Mar-19,00,Travis Woodall,,4.99,,,,,,https://www.dmsguild.com/product/266896?affiliate_id=171040
DDAL00-09,Minsc  Boo's Guide to Stuff and Things,5-10,,01-Apr-19,00,Alan Patrick,2,5.99,,,,,,https://www.dmsguild.com/product/271488?affiliate_id=171040
DDAL00-10,Trust and Understanding,17-20,,08-Sep-19,00,Alan Patrick,4,5.99,,,,,,https://www.dmsguild.com/product/285124?affiliate_id=171040
DDAL00-11,Pipyap's Guide to All of the Nine Hells,"1-4, 5-10, 11-16, 17-20",,14-Oct-19,00,Amy Lynn Dzura,,22.99,,,,,,https://www.dmsguild.com/product/288447?affiliate_id=171040
DDAL00-12,Infernal Encounters,"1-4, 5-10, 11-16, 17-20",,20-Feb-20,00,Amy Lynn Dzura,,6.95,,,,,,https://www.dmsguild.com/product/304029?affiliate_id=171040
DDAL04-14,The Dark Lord,5-10,,05-Jul-16,04,Greg Marks,2,3.99,,,,,,https://www.dmsguild.com/product/186787?affiliate_id=171040
DDAL05-01,Treasures of the Broken Hoard,1-2,,06-Sep-16,05,Shawn Merwin,1,3.99,,,,,,https://www.dmsguild.com/product/189132?affiliate_id=171040
DDAL05-02,The Black Road,1-4,,04-Oct-16,05,"Paige Leitman, Ben Heisler",1,2.99,,,,,,https://www.dmsguild.com/product/193201?affiliate_id=171040
DDAL05-03,Uninvited Guests,1-4,,04-Oct-16,05,Robert Alaniz,1,2.99,,,,,,https://www.dmsguild.com/product/193202?affiliate_id=171040
DDAL05-04,In Dire Need,5-10,,13-Oct-16,05,Jay Africa,2,3.99,,,,,,https://www.dmsguild.com/product/195810?affiliate_id=171040
DDAL05-05,A Dish Best Served Cold,5-10,,01-Nov-16,05,James Introcaso,2,3.99,,,,,,https://www.dmsguild.com/product/195811?affiliate_id=171040
DDAL05-06,Beneath the Fetid Chelimber,1-4,,06-Dec-16,05,Ron Lundeen,1,3.99,,,,,,https://www.dmsguild.com/product/197743?affiliate_id=171040
DDAL05-07,Chelimber's Descent,1-4,,06-Dec-16,05,Claire Hoffman,1,3.99,,,,,,https://www.dmsguild.com/product/197746?affiliate_id=171040
DDAL05-08,Durlags Tower,11-16,,03-Jan-17,05,Alan Patrick,3,3.99,,,,,,https://www.dmsguild.com/product/199490?affiliate_id=171040
